-10.0	-10.000000000010257
-9.99	-9.9900000000105
-9.98	-9.980000000010744
-9.97	-9.970000000010995
-9.96	-9.960000000011249
-9.95	-9.950000000011517
-9.94	-9.940000000011784
-9.93	-9.930000000012052
-9.92	-9.92000000001233
-9.91	-9.910000000012618
-9.9	-9.90000000001291
-9.89	-9.890000000013217
-9.88	-9.88000000001353
-9.87	-9.870000000013837
-9.86	-9.860000000014162
-9.85	-9.850000000014498
-9.84	-9.840000000014825
-9.83	-9.830000000015184
-9.82	-9.820000000015526
-9.81	-9.810000000015888
-9.8	-9.800000000016267
-9.79	-9.790000000016644
-9.78	-9.78000000001703
-9.77	-9.770000000017417
-9.76	-9.760000000017822
-9.75	-9.750000000018238
-9.74	-9.74000000001867
-9.73	-9.730000000019109
-9.72	-9.720000000019553
-9.71	-9.71000000002001
-9.7	-9.700000000020479
-9.69	-9.69000000002095
-9.68	-9.680000000021431
-9.67	-9.670000000021938
-9.66	-9.66000000002245
-9.65	-9.650000000022976
-9.64	-9.640000000023512
-9.63	-9.63000000002405
-9.62	-9.620000000024612
-9.61	-9.610000000025186
-9.6	-9.600000000025766
-9.59	-9.590000000026375
-9.58	-9.580000000026981
-9.57	-9.570000000027612
-9.56	-9.560000000028262
-9.55	-9.550000000028922
-9.54	-9.540000000029586
-9.53	-9.530000000030274
-9.52	-9.52000000003098
-9.51	-9.510000000031699
-9.5	-9.50000000003244
-9.49	-9.490000000033202
-9.48	-9.480000000033971
-9.47	-9.47000000003477
-9.46	-9.460000000035581
-9.45	-9.4500000000364
-9.44	-9.440000000037255
-9.43	-9.430000000038126
-9.42	-9.420000000039007
-9.41	-9.410000000039922
-9.4	-9.400000000040848
-9.39	-9.390000000041802
-9.38	-9.380000000042768
-9.37	-9.370000000043772
-9.36	-9.360000000044788
-9.35	-9.350000000045828
-9.34	-9.3400000000469
-9.33	-9.330000000047983
-9.32	-9.320000000049104
-9.31	-9.310000000050247
-9.3	-9.300000000051428
-9.29	-9.290000000052622
-9.28	-9.280000000053839
-9.27	-9.270000000055095
-9.26	-9.26000000005638
-9.25	-9.250000000057703
-9.24	-9.240000000059037
-9.23	-9.230000000060421
-9.22	-9.220000000061829
-9.21	-9.210000000063259
-9.2	-9.200000000064742
-9.19	-9.190000000066243
-9.18	-9.180000000067784
-9.17	-9.170000000069363
-9.16	-9.160000000070982
-9.15	-9.150000000072641
-9.14	-9.140000000074338
-9.13	-9.130000000076063
-9.12	-9.120000000077832
-9.11	-9.110000000079642
-9.1	-9.100000000081502
-9.09	-9.0900000000834
-9.08	-9.080000000085343
-9.07	-9.070000000087335
-9.06	-9.060000000089369
-9.05	-9.05000000009145
-9.04	-9.040000000093578
-9.03	-9.03000000009575
-9.02	-9.020000000097985
-9.01	-9.010000000100263
-9.0	-9.0000000001026
-8.99	-8.990000000104986
-8.98	-8.980000000107445
-8.97	-8.970000000109934
-8.96	-8.960000000112508
-8.95	-8.950000000115114
-8.94	-8.940000000117807
-8.93	-8.930000000120542
-8.92	-8.920000000123348
-8.91	-8.910000000126228
-8.9	-8.900000000129165
-8.89	-8.890000000132176
-8.88	-8.880000000135258
-8.87	-8.8700000001384
-8.86	-8.860000000141632
-8.85	-8.85000000014493
-8.84	-8.840000000148306
-8.83	-8.830000000151763
-8.82	-8.820000000155295
-8.81	-8.810000000158906
-8.8	-8.80000000016262
-8.79	-8.790000000166396
-8.78	-8.780000000170274
-8.77	-8.770000000174237
-8.76	-8.760000000178298
-8.75	-8.750000000182455
-8.74	-8.7400000001867
-8.73	-8.730000000191055
-8.72	-8.720000000195501
-8.71	-8.710000000200063
-8.7	-8.700000000204724
-8.69	-8.690000000209483
-8.68	-8.68000000021437
-8.67	-8.670000000219359
-8.66	-8.660000000224468
-8.65	-8.650000000229703
-8.64	-8.640000000235045
-8.63	-8.630000000240523
-8.62	-8.620000000246126
-8.61	-8.610000000251851
-8.6	-8.600000000257717
-8.59	-8.59000000026373
-8.58	-8.580000000269873
-8.57	-8.57000000027616
-8.56	-8.560000000282585
-8.55	-8.550000000289172
-8.54	-8.540000000295901
-8.53	-8.5300000003028
-8.52	-8.520000000309855
-8.51	-8.510000000317072
-8.5	-8.500000000324457
